Date,Festive Period,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
8/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
8/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
9/3/2020,B,Airport,Arrival,8304,706,1623,10633
9/3/2020,B,Airport,Departure,4721,139,970,5830
9/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
9/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
9/3/2020,B,Hung Hom,Arrival,0,0,0,0
9/3/2020,B,Hung Hom,Departure,0,0,0,0
9/3/2020,B,Lo Wu,Arrival,0,0,0,0
9/3/2020,B,Lo Wu,Departure,0,0,0,0
9/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
9/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
9/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5638,16,805,6459
9/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,6224,133,929,7286
9/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
9/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
9/3/2020,B,Man Kam To,Arrival,0,0,0,0
9/3/2020,B,Man Kam To,Departure,0,0,0,0
9/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
9/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
9/3/2020,B,Shenzhen Bay,Arrival,1632,233,10,1875
9/3/2020,B,Shenzhen Bay,Departure,2197,774,592,3563
9/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
9/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
9/3/2020,B,Harbour Control,Arrival,0,0,0,0
9/3/2020,B,Harbour Control,Departure,0,0,0,0
9/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
9/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
9/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
9/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
9/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
9/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
10/3/2020,B,Airport,Arrival,7051,663,1531,9245
10/3/2020,B,Airport,Departure,3802,142,914,4858
10/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
10/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
10/3/2020,B,Hung Hom,Arrival,0,0,0,0
10/3/2020,B,Hung Hom,Departure,0,0,0,0
10/3/2020,B,Lo Wu,Arrival,0,0,0,0
10/3/2020,B,Lo Wu,Departure,0,0,0,0
10/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
10/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
10/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5366,31,757,6154
10/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5687,84,900,6671
10/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
10/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
10/3/2020,B,Man Kam To,Arrival,0,0,0,0
10/3/2020,B,Man Kam To,Departure,0,0,0,0
10/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
10/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
10/3/2020,B,Shenzhen Bay,Arrival,1491,212,5,1708
10/3/2020,B,Shenzhen Bay,Departure,1762,802,432,2996
10/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
10/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
10/3/2020,B,Harbour Control,Arrival,0,0,0,0
10/3/2020,B,Harbour Control,Departure,0,0,0,0
10/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
10/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
10/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
10/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
10/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
10/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
11/3/2020,B,Airport,Arrival,7610,838,1539,9987
11/3/2020,B,Airport,Departure,3443,205,841,4489
11/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
11/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
11/3/2020,B,Hung Hom,Arrival,0,0,0,0
11/3/2020,B,Hung Hom,Departure,0,0,0,0
11/3/2020,B,Lo Wu,Arrival,0,0,0,0
11/3/2020,B,Lo Wu,Departure,0,0,0,0
11/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
11/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
11/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5248,25,733,6006
11/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5258,122,765,6145
11/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
11/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
11/3/2020,B,Man Kam To,Arrival,0,0,0,0
11/3/2020,B,Man Kam To,Departure,0,0,0,0
11/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
11/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
11/3/2020,B,Shenzhen Bay,Arrival,1418,244,2,1664
11/3/2020,B,Shenzhen Bay,Departure,1632,866,443,2941
11/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
11/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
11/3/2020,B,Harbour Control,Arrival,0,0,0,0
11/3/2020,B,Harbour Control,Departure,0,0,0,0
11/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
11/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
11/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
11/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
11/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
11/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
12/3/2020,B,Airport,Arrival,6416,944,1426,8786
12/3/2020,B,Airport,Departure,4050,152,995,5197
12/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
12/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
12/3/2020,B,Hung Hom,Arrival,0,0,0,0
12/3/2020,B,Hung Hom,Departure,0,0,0,0
12/3/2020,B,Lo Wu,Arrival,0,0,0,0
12/3/2020,B,Lo Wu,Departure,0,0,0,0
12/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
12/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
12/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5391,21,753,6165
12/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5753,177,790,6720
12/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
12/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
12/3/2020,B,Man Kam To,Arrival,0,0,0,0
12/3/2020,B,Man Kam To,Departure,0,0,0,0
12/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
12/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
12/3/2020,B,Shenzhen Bay,Arrival,1376,235,3,1614
12/3/2020,B,Shenzhen Bay,Departure,1602,887,417,2906
12/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
12/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
12/3/2020,B,Harbour Control,Arrival,0,0,0,0
12/3/2020,B,Harbour Control,Departure,0,0,0,0
12/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
12/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
12/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
12/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
12/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
12/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
13/3/2020,B,Airport,Arrival,6758,1075,1401,9234
13/3/2020,B,Airport,Departure,4435,269,1044,5748
13/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
13/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
13/3/2020,B,Hung Hom,Arrival,0,0,0,0
13/3/2020,B,Hung Hom,Departure,0,0,0,0
13/3/2020,B,Lo Wu,Arrival,0,0,0,0
13/3/2020,B,Lo Wu,Departure,0,0,0,0
13/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
13/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
13/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,6872,19,945,7836
13/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,6694,142,939,7775
13/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
13/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
13/3/2020,B,Man Kam To,Arrival,0,0,0,0
13/3/2020,B,Man Kam To,Departure,0,0,0,0
13/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
13/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
13/3/2020,B,Shenzhen Bay,Arrival,1418,254,3,1675
13/3/2020,B,Shenzhen Bay,Departure,1520,1018,369,2907
13/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
13/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
13/3/2020,B,Harbour Control,Arrival,0,0,0,0
13/3/2020,B,Harbour Control,Departure,0,0,0,0
13/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
13/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
13/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
13/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
13/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
13/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
14/3/2020,B,Airport,Arrival,7513,1435,1587,10535
14/3/2020,B,Airport,Departure,3764,214,996,4974
14/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
14/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
14/3/2020,B,Hung Hom,Arrival,0,0,0,0
14/3/2020,B,Hung Hom,Departure,0,0,0,0
14/3/2020,B,Lo Wu,Arrival,0,0,0,0
14/3/2020,B,Lo Wu,Departure,0,0,0,0
14/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
14/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
14/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,6098,25,1075,7198
14/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,7110,206,1126,8442
14/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
14/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
14/3/2020,B,Man Kam To,Arrival,0,0,0,0
14/3/2020,B,Man Kam To,Departure,0,0,0,0
14/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
14/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
14/3/2020,B,Shenzhen Bay,Arrival,1276,270,3,1549
14/3/2020,B,Shenzhen Bay,Departure,1560,1303,406,3269
14/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
14/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
14/3/2020,B,Harbour Control,Arrival,0,0,0,0
14/3/2020,B,Harbour Control,Departure,0,0,0,0
14/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
14/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
14/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
14/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
14/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
14/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
15/3/2020,B,Airport,Arrival,10027,1558,1950,13535
15/3/2020,B,Airport,Departure,2516,315,863,3694
15/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
15/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
15/3/2020,B,Hung Hom,Arrival,0,0,0,0
15/3/2020,B,Hung Hom,Departure,0,0,0,0
15/3/2020,B,Lo Wu,Arrival,0,0,0,0
15/3/2020,B,Lo Wu,Departure,0,0,0,0
15/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
15/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,8172,33,674,8879
15/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,7405,194,1233,8832
15/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
15/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
15/3/2020,B,Man Kam To,Arrival,0,0,0,0
15/3/2020,B,Man Kam To,Departure,0,0,0,0
15/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
15/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
15/3/2020,B,Shenzhen Bay,Arrival,1745,351,18,2114
15/3/2020,B,Shenzhen Bay,Departure,1628,1565,632,3825
15/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
15/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
15/3/2020,B,Harbour Control,Arrival,0,0,0,0
15/3/2020,B,Harbour Control,Departure,0,0,0,0
15/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
15/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
15/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
15/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
15/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
16/3/2020,B,Airport,Arrival,8498,1662,2038,12198
16/3/2020,B,Airport,Departure,2117,382,896,3395
16/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
16/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
16/3/2020,B,Hung Hom,Arrival,0,0,0,0
16/3/2020,B,Hung Hom,Departure,0,0,0,0
16/3/2020,B,Lo Wu,Arrival,0,0,0,0
16/3/2020,B,Lo Wu,Departure,0,0,0,0
16/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
16/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,6258,28,792,7078
16/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,6782,314,1408,8504
16/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
16/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
16/3/2020,B,Man Kam To,Arrival,0,0,0,0
16/3/2020,B,Man Kam To,Departure,0,0,0,0
16/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
16/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
16/3/2020,B,Shenzhen Bay,Arrival,1878,326,8,2212
16/3/2020,B,Shenzhen Bay,Departure,2182,1450,593,4225
16/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
16/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
16/3/2020,B,Harbour Control,Arrival,0,0,0,0
16/3/2020,B,Harbour Control,Departure,0,0,0,0
16/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
16/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
16/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
16/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
16/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
17/3/2020,B,Airport,Arrival,7472,1702,1272,10446
17/3/2020,B,Airport,Departure,1483,339,666,2488
17/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
17/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
17/3/2020,B,Hung Hom,Arrival,0,0,0,0
17/3/2020,B,Hung Hom,Departure,0,0,0,0
17/3/2020,B,Lo Wu,Arrival,0,0,0,0
17/3/2020,B,Lo Wu,Departure,0,0,0,0
17/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
17/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5812,21,753,6586
17/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5791,287,979,7057
17/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
17/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
17/3/2020,B,Man Kam To,Arrival,0,0,0,0
17/3/2020,B,Man Kam To,Departure,0,0,0,0
17/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
17/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
17/3/2020,B,Shenzhen Bay,Arrival,1393,257,4,1654
17/3/2020,B,Shenzhen Bay,Departure,1672,1420,446,3538
17/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
17/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
17/3/2020,B,Harbour Control,Arrival,0,0,0,0
17/3/2020,B,Harbour Control,Departure,0,0,0,0
17/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
17/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
17/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
17/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
17/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
18/3/2020,B,Airport,Arrival,9616,2027,1309,12952
18/3/2020,B,Airport,Departure,1041,337,615,1993
18/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
18/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
18/3/2020,B,Hung Hom,Arrival,0,0,0,0
18/3/2020,B,Hung Hom,Departure,0,0,0,0
18/3/2020,B,Lo Wu,Arrival,0,0,0,0
18/3/2020,B,Lo Wu,Departure,0,0,0,0
18/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
18/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
18/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5266,37,580,5883
18/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,4850,334,792,5976
18/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
18/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
18/3/2020,B,Man Kam To,Arrival,0,0,0,0
18/3/2020,B,Man Kam To,Departure,0,0,0,0
18/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
18/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
18/3/2020,B,Shenzhen Bay,Arrival,1394,344,10,1748
18/3/2020,B,Shenzhen Bay,Departure,1570,1734,360,3664
18/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
18/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
18/3/2020,B,Harbour Control,Arrival,0,0,0,0
18/3/2020,B,Harbour Control,Departure,0,0,0,0
18/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
18/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
18/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
18/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
18/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
18/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
19/3/2020,B,Airport,Arrival,6138,37,596,6771
19/3/2020,B,Airport,Departure,1110,160,519,1789
19/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
19/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
19/3/2020,B,Hung Hom,Arrival,0,0,0,0
19/3/2020,B,Hung Hom,Departure,0,0,0,0
19/3/2020,B,Lo Wu,Arrival,0,0,0,0
19/3/2020,B,Lo Wu,Departure,0,0,0,0
19/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
19/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
19/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,4687,22,352,5061
19/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,4824,46,423,5293
19/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
19/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
19/3/2020,B,Man Kam To,Arrival,0,0,0,0
19/3/2020,B,Man Kam To,Departure,0,0,0,0
19/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
19/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
19/3/2020,B,Shenzhen Bay,Arrival,1099,184,3,1286
19/3/2020,B,Shenzhen Bay,Departure,1449,458,244,2151
19/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
19/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
19/3/2020,B,Harbour Control,Arrival,0,0,0,0
19/3/2020,B,Harbour Control,Departure,0,0,0,0
19/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
19/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
19/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
19/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
19/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
19/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
20/3/2020,B,Airport,Arrival,6427,44,603,7074
20/3/2020,B,Airport,Departure,1190,54,445,1689
20/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
20/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
20/3/2020,B,Hung Hom,Arrival,0,0,0,0
20/3/2020,B,Hung Hom,Departure,0,0,0,0
20/3/2020,B,Lo Wu,Arrival,0,0,0,0
20/3/2020,B,Lo Wu,Departure,0,0,0,0
20/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
20/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
20/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,5732,18,458,6208
20/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5426,48,691,6165
20/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
20/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
20/3/2020,B,Man Kam To,Arrival,0,0,0,0
20/3/2020,B,Man Kam To,Departure,0,0,0,0
20/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
20/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
20/3/2020,B,Shenzhen Bay,Arrival,1328,245,3,1576
20/3/2020,B,Shenzhen Bay,Departure,1404,401,176,1981
20/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
20/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
20/3/2020,B,Harbour Control,Arrival,0,0,0,0
20/3/2020,B,Harbour Control,Departure,0,0,0,0
20/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
20/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
20/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
20/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
20/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
20/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
21/3/2020,B,Airport,Arrival,6547,43,526,7116
21/3/2020,B,Airport,Departure,844,39,320,1203
21/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
21/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
21/3/2020,B,Hung Hom,Arrival,0,0,0,0
21/3/2020,B,Hung Hom,Departure,0,0,0,0
21/3/2020,B,Lo Wu,Arrival,0,0,0,0
21/3/2020,B,Lo Wu,Departure,0,0,0,0
21/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
21/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
21/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,4805,37,388,5230
21/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,5244,70,536,5850
21/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
21/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
21/3/2020,B,Man Kam To,Arrival,0,0,0,0
21/3/2020,B,Man Kam To,Departure,0,0,0,0
21/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
21/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
21/3/2020,B,Shenzhen Bay,Arrival,904,239,5,1148
21/3/2020,B,Shenzhen Bay,Departure,1384,457,113,1954
21/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
21/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
21/3/2020,B,Harbour Control,Arrival,0,0,0,0
21/3/2020,B,Harbour Control,Departure,0,0,0,0
21/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
21/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
21/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
21/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
21/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
21/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
22/3/2020,B,Airport,Arrival,5596,33,566,6195
22/3/2020,B,Airport,Departure,659,49,228,936
22/3/2020,B,Express Rail Link West Kowloon,Arrival,0,0,0,0
22/3/2020,B,Express Rail Link West Kowloon,Departure,0,0,0,0
22/3/2020,B,Hung Hom,Arrival,0,0,0,0
22/3/2020,B,Hung Hom,Departure,0,0,0,0
22/3/2020,B,Lo Wu,Arrival,0,0,0,0
22/3/2020,B,Lo Wu,Departure,0,0,0,0
22/3/2020,B,Lok Ma Chau Spur Line,Arrival,0,0,0,0
22/3/2020,B,Lok Ma Chau Spur Line,Departure,0,0,0,0
22/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Arrival,4996,31,235,5262
22/3/2020,B,Hong Kong-Zhuhai-Macao Bridge,Departure,4386,49,453,4888
22/3/2020,B,Lok Ma Chau,Arrival,0,0,0,0
22/3/2020,B,Lok Ma Chau,Departure,0,0,0,0
22/3/2020,B,Man Kam To,Arrival,0,0,0,0
22/3/2020,B,Man Kam To,Departure,0,0,0,0
22/3/2020,B,Sha Tau Kok,Arrival,0,0,0,0
22/3/2020,B,Sha Tau Kok,Departure,0,0,0,0
22/3/2020,B,Shenzhen Bay,Arrival,1064,272,4,1340
22/3/2020,B,Shenzhen Bay,Departure,1619,567,199,2385
22/3/2020,B,China Ferry Terminal,Arrival,0,0,0,0
22/3/2020,B,China Ferry Terminal,Departure,0,0,0,0
22/3/2020,B,Harbour Control,Arrival,0,0,0,0
22/3/2020,B,Harbour Control,Departure,0,0,0,0
22/3/2020,B,Kai Tak Cruise Terminal,Arrival,0,0,0,0
22/3/2020,B,Kai Tak Cruise Terminal,Departure,0,0,0,0
22/3/2020,B,Macau Ferry Terminal,Arrival,0,0,0,0
22/3/2020,B,Macau Ferry Terminal,Departure,0,0,0,0
22/3/2020,B,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
22/3/2020,B,Tuen Mun Ferry Terminal,Departure,0,0,0,0
